Circuit Name,Qubit Num,Gate Num,method,lay,cx_ideal,cx_constrained,cx_added,depth_ideal,depth_constrained,seed,layout_time_s,transpile_time_s,size
qft_10,10,200,sabre,True,90,132,42,63,174,5546,0.003757,0.009212,242
qft_10,10,200,vf2,False,90,201,-1,63,-1,5546,0.001569,0.009774,311
qft_10,10,200,dense,True,90,216,126,63,200,5546,0.001561,0.010013,326
qft_10,10,200,trivial,True,90,186,96,63,167,5646,0.001183,0.009521,296
qft_10,10,200,sabre,True,90,156,66,63,161,5646,0.003839,0.009210,266
qft_10,10,200,vf2,False,90,186,-1,63,-1,5646,0.001484,0.009773,296
qft_10,10,200,dense,True,90,204,114,63,167,5646,0.001518,0.009679,314
qft_10,10,200,trivial,True,90,198,108,63,212,5746,0.001198,0.009926,308
qft_10,10,200,sabre,True,90,165,75,63,152,5746,0.022439,0.010126,275
qft_10,10,200,vf2,False,90,198,-1,63,-1,5746,0.001487,0.009631,308
qft_10,10,200,dense,True,90,222,132,63,180,5746,0.001545,0.009967,332
qft_10,10,200,trivial,True,90,198,108,63,184,5846,0.001162,0.009590,308
qft_10,10,200,sabre,True,90,153,63,63,172,5846,0.004495,0.009408,263
qft_10,10,200,vf2,False,90,198,-1,63,-1,5846,0.001561,0.009549,308
qft_10,10,200,dense,True,90,198,108,63,152,5846,0.001667,0.009524,308
qft_10,10,200,trivial,True,90,201,111,63,187,5946,0.001142,0.009629,311
qft_10,10,200,sabre,True,90,153,63,63,167,5946,0.003813,0.009216,263
qft_10,10,200,vf2,False,90,201,-1,63,-1,5946,0.001450,0.009851,311
qft_10,10,200,dense,True,90,222,132,63,178,5946,0.001555,0.009648,332
qft_10,10,200,trivial,True,90,192,102,63,195,6046,0.001173,0.009411,302
qft_10,10,200,sabre,True,90,144,54,63,180,6046,0.004027,0.008996,254
qft_10,10,200,vf2,False,90,192,-1,63,-1,6046,0.001547,0.009522,302
qft_10,10,200,dense,True,90,216,126,63,178,6046,0.001521,0.009742,326
qft_10,10,200,trivial,True,90,192,102,63,185,6146,0.001184,0.009362,302
qft_10,10,200,sabre,True,90,159,69,63,148,6146,0.004221,0.009280,269
qft_10,10,200,vf2,False,90,192,-1,63,-1,6146,0.001498,0.009512,302
qft_10,10,200,dense,True,90,201,111,63,176,6146,0.001468,0.009548,311
qft_10,10,200,trivial,True,90,189,99,63,187,6246,0.001164,0.009674,299
qft_10,10,200,sabre,True,90,150,60,63,166,6246,0.003933,0.009066,260
qft_10,10,200,vf2,False,90,189,-1,63,-1,6246,0.001564,0.009497,299
qft_10,10,200,dense,True,90,228,138,63,193,6246,0.001474,0.009852,338
qft_10,10,200,trivial,True,90,186,96,63,154,6346,0.001196,0.009346,296
qft_10,10,200,sabre,True,90,153,63,63,172,6346,0.004072,0.009368,263
qft_10,10,200,vf2,False,90,186,-1,63,-1,6346,0.001440,0.009376,296
qft_10,10,200,dense,True,90,213,123,63,183,6346,0.001473,0.009713,323
qft_10,10,200,trivial,True,90,186,96,63,193,6446,0.001196,0.009503,296
qft_10,10,200,sabre,True,90,171,81,63,164,6446,0.003921,0.009424,281
qft_10,10,200,vf2,False,90,186,-1,63,-1,6446,0.001462,0.009701,296
qft_10,10,200,dense,True,90,213,123,63,153,6446,0.001471,0.009642,323
qft_10,10,200,trivial,True,90,210,120,63,184,6546,0.001149,0.009645,320
qft_10,10,200,sabre,True,90,150,60,63,155,6546,0.004144,0.009292,260
qft_10,10,200,vf2,False,90,210,-1,63,-1,6546,0.001567,0.009687,320
qft_10,10,200,dense,True,90,192,102,63,166,6546,0.001489,0.009629,302
qft_10,10,200,trivial,True,90,183,93,63,175,6646,0.018853,0.009629,293
qft_10,10,200,sabre,True,90,147,57,63,149,6646,0.003985,0.009132,257
qft_10,10,200,vf2,False,90,183,-1,63,-1,6646,0.001574,0.009594,293
qft_10,10,200,dense,True,90,216,126,63,174,6646,0.001550,0.009661,326
qft_10,10,200,trivial,True,90,183,93,63,144,6746,0.001156,0.009290,293
qft_10,10,200,sabre,True,90,147,57,63,169,6746,0.004091,0.008942,257
qft_10,10,200,vf2,False,90,183,-1,63,-1,6746,0.001596,0.009431,293
qft_10,10,200,dense,True,90,213,123,63,196,6746,0.001487,0.009855,323
qft_10,10,200,trivial,True,90,192,102,63,173,6846,0.001140,0.009372,302
qft_10,10,200,sabre,True,90,144,54,63,173,6846,0.003979,0.009026,254
qft_10,10,200,vf2,False,90,192,-1,63,-1,6846,0.001546,0.009497,302
qft_10,10,200,dense,True,90,213,123,63,168,6846,0.001493,0.009813,323
qft_10,10,200,trivial,True,90,186,96,63,154,6946,0.001194,0.033936,296
qft_10,10,200,sabre,True,90,153,63,63,150,6946,0.008890,0.012931,263
qft_10,10,200,vf2,False,90,186,-1,63,-1,6946,0.001758,0.011978,296
qft_10,10,200,dense,True,90,216,126,63,179,6946,0.001791,0.010541,326
qft_10,10,200,trivial,True,90,201,111,63,170,7046,0.001263,0.011550,311
qft_10,10,200,sabre,True,90,144,54,63,161,7046,0.005278,0.010101,254
qft_10,10,200,vf2,False,90,201,-1,63,-1,7046,0.002287,0.011045,311
qft_10,10,200,dense,True,90,210,120,63,182,7046,0.001727,0.010452,320
qft_10,10,200,trivial,True,90,189,99,63,185,7146,0.001151,0.011669,299
qft_10,10,200,sabre,True,90,141,51,63,193,7146,0.005245,0.009727,251
qft_10,10,200,vf2,False,90,189,-1,63,-1,7146,0.001921,0.010228,299
qft_10,10,200,dense,True,90,210,120,63,194,7146,0.001723,0.009941,320
qft_10,10,200,trivial,True,90,171,81,63,137,7246,0.001185,0.009626,281
qft_10,10,200,sabre,True,90,150,60,63,141,7246,0.004202,0.009989,260
qft_10,10,200,vf2,False,90,171,-1,63,-1,7246,0.001676,0.009435,281
qft_10,10,200,dense,True,90,219,129,63,150,7246,0.001534,0.009734,329
qft_10,10,200,trivial,True,90,198,108,63,206,7346,0.001194,0.009773,308
qft_10,10,200,sabre,True,90,138,48,63,151,7346,0.003970,0.008889,248
qft_10,10,200,vf2,False,90,198,-1,63,-1,7346,0.001588,0.009598,308
qft_10,10,200,dense,True,90,234,144,63,205,7346,0.001611,0.009943,344
qft_10,10,200,trivial,True,90,192,102,63,175,7446,0.001173,0.009550,302
qft_10,10,200,sabre,True,90,153,63,63,159,7446,0.004007,0.014502,263
qft_10,10,200,vf2,False,90,192,-1,63,-1,7446,0.001756,0.010820,302
qft_10,10,200,dense,True,90,207,117,63,176,7446,0.001848,0.010492,317
qft_10,10,200,trivial,True,90,204,114,63,203,7546,0.001260,0.010646,314
qft_10,10,200,sabre,True,90,159,69,63,155,7546,0.004348,0.009707,269
qft_10,10,200,vf2,False,90,204,-1,63,-1,7546,0.001544,0.010217,314
qft_10,10,200,dense,True,90,222,132,63,166,7546,0.019629,0.010243,332
qft_10,10,200,trivial,True,90,183,93,63,197,7646,0.001168,0.009547,293
qft_10,10,200,sabre,True,90,147,57,63,169,7646,0.003879,0.009149,257
qft_10,10,200,vf2,False,90,183,-1,63,-1,7646,0.001562,0.009477,293
qft_10,10,200,dense,True,90,219,129,63,185,7646,0.001508,0.009656,329
qft_10,10,200,trivial,True,90,216,126,63,198,7746,0.001254,0.009605,326
qft_10,10,200,sabre,True,90,135,45,63,177,7746,0.003907,0.008858,245
qft_10,10,200,vf2,False,90,216,-1,63,-1,7746,0.001566,0.009976,326
qft_10,10,200,dense,True,90,219,129,63,200,7746,0.001534,0.010300,329
qft_10,10,200,trivial,True,90,180,90,63,153,7846,0.001237,0.011084,290
qft_10,10,200,sabre,True,90,162,72,63,196,7846,0.004077,0.009387,272
qft_10,10,200,vf2,False,90,180,-1,63,-1,7846,0.001461,0.009458,290
qft_10,10,200,dense,True,90,237,147,63,185,7846,0.001493,0.010436,347
qft_10,10,200,trivial,True,90,210,120,63,203,7946,0.001180,0.009831,320
qft_10,10,200,sabre,True,90,144,54,63,151,7946,0.004267,0.009058,254
qft_10,10,200,vf2,False,90,210,-1,63,-1,7946,0.001562,0.010030,320
qft_10,10,200,dense,True,90,225,135,63,201,7946,0.001545,0.010008,335
qft_10,10,200,trivial,True,90,201,111,63,202,8046,0.001161,0.010097,311
qft_10,10,200,sabre,True,90,144,54,63,162,8046,0.004139,0.009218,254
qft_10,10,200,vf2,False,90,201,-1,63,-1,8046,0.001603,0.009735,311
qft_10,10,200,dense,True,90,216,126,63,180,8046,0.004514,0.016865,326
qft_10,10,200,trivial,True,90,198,108,63,168,8146,0.004478,0.028321,308
qft_10,10,200,sabre,True,90,153,63,63,130,8146,0.012461,0.018400,263
qft_10,10,200,vf2,False,90,198,-1,63,-1,8146,0.001696,0.033948,308
qft_10,10,200,dense,True,90,222,132,63,156,8146,0.013740,0.014665,332
qft_10,10,200,trivial,True,90,186,96,63,163,8246,0.001323,0.016600,296
qft_10,10,200,sabre,True,90,141,51,63,179,8246,0.010674,0.018400,251
qft_10,10,200,vf2,False,90,186,-1,63,-1,8246,0.001842,0.028024,296
qft_10,10,200,dense,True,90,222,132,63,184,8246,0.003060,0.024612,332
qft_10,10,200,trivial,True,90,213,123,63,194,8346,0.001806,0.015156,323
qft_10,10,200,sabre,True,90,147,57,63,163,8346,0.005267,0.010786,257
qft_10,10,200,vf2,False,90,213,-1,63,-1,8346,0.001642,0.010231,323
qft_10,10,200,dense,True,90,216,126,63,161,8346,0.001590,0.010116,326
qft_10,10,200,trivial,True,90,189,99,63,174,8446,0.001205,0.009748,299
qft_10,10,200,sabre,True,90,138,48,63,139,8446,0.004312,0.009086,248
qft_10,10,200,vf2,False,90,189,-1,63,-1,8446,0.001598,0.010312,299
qft_10,10,200,dense,True,90,222,132,63,173,8446,0.001716,0.009883,332
qft_10,10,200,trivial,True,90,198,108,63,170,8546,0.001146,0.009725,308
qft_10,10,200,sabre,True,90,168,78,63,160,8546,0.004197,0.029428,278
qft_10,10,200,vf2,False,90,198,-1,63,-1,8546,0.001808,0.010099,308
qft_10,10,200,dense,True,90,219,129,63,188,8546,0.001627,0.010069,329
qft_10,10,200,trivial,True,90,189,99,63,163,8646,0.001191,0.009739,299
qft_10,10,200,sabre,True,90,135,45,63,172,8646,0.004006,0.009065,245
qft_10,10,200,vf2,False,90,189,-1,63,-1,8646,0.001551,0.009955,299
qft_10,10,200,dense,True,90,231,141,63,153,8646,0.001559,0.010168,341
qft_10,10,200,trivial,True,90,192,102,63,174,8746,0.001245,0.009460,302
qft_10,10,200,sabre,True,90,150,60,63,173,8746,0.004066,0.009574,260
qft_10,10,200,vf2,False,90,192,-1,63,-1,8746,0.001673,0.010238,302
qft_10,10,200,dense,True,90,201,111,63,155,8746,0.001660,0.010742,311
qft_10,10,200,trivial,True,90,180,90,63,156,8846,0.001230,0.010058,290
qft_10,10,200,sabre,True,90,141,51,63,179,8846,0.004183,0.009356,251
qft_10,10,200,vf2,False,90,180,-1,63,-1,8846,0.001778,0.010188,290
qft_10,10,200,dense,True,90,213,123,63,185,8846,0.001593,0.009808,323
qft_10,10,200,trivial,True,90,201,111,63,181,8946,0.001160,0.009966,311
qft_10,10,200,sabre,True,90,159,69,63,178,8946,0.003831,0.009200,269
qft_10,10,200,vf2,False,90,201,-1,63,-1,8946,0.001480,0.009521,311
qft_10,10,200,dense,True,90,213,123,63,175,8946,0.001548,0.009833,323
qft_10,10,200,trivial,True,90,201,111,63,170,9046,0.001154,0.009654,311
qft_10,10,200,sabre,True,90,141,51,63,195,9046,0.003872,0.008900,251
qft_10,10,200,vf2,False,90,201,-1,63,-1,9046,0.001615,0.009626,311
qft_10,10,200,dense,True,90,204,114,63,158,9046,0.001477,0.009577,314
qft_10,10,200,trivial,True,90,213,123,63,204,9146,0.001140,0.009899,323
qft_10,10,200,sabre,True,90,171,81,63,177,9146,0.003816,0.009349,281
qft_10,10,200,vf2,False,90,213,-1,63,-1,9146,0.001449,0.009951,323
qft_10,10,200,dense,True,90,189,99,63,151,9146,0.001497,0.009570,299
qft_10,10,200,trivial,True,90,198,108,63,199,9246,0.001148,0.009590,308
qft_10,10,200,sabre,True,90,141,51,63,156,9246,0.003971,0.009122,251
qft_10,10,200,vf2,False,90,198,-1,63,-1,9246,0.001565,0.009671,308
qft_10,10,200,dense,True,90,219,129,63,172,9246,0.001523,0.010045,329
qft_10,10,200,trivial,True,90,195,105,63,190,9346,0.001200,0.009498,305
qft_10,10,200,sabre,True,90,147,57,63,179,9346,0.004199,0.008993,257
qft_10,10,200,vf2,False,90,195,-1,63,-1,9346,0.001679,0.009737,305
qft_10,10,200,dense,True,90,225,135,63,193,9346,0.001494,0.009829,335
qft_10,10,200,trivial,True,90,195,105,63,177,9446,0.001148,0.009770,305
qft_10,10,200,sabre,True,90,150,60,63,165,9446,0.022695,0.009410,260
qft_10,10,200,vf2,False,90,195,-1,63,-1,9446,0.001527,0.009483,305
qft_10,10,200,dense,True,90,216,126,63,182,9446,0.001553,0.009823,326
qft_10,10,200,trivial,True,90,174,84,63,177,9546,0.001171,0.009269,284
qft_10,10,200,sabre,True,90,132,42,63,150,9546,0.003642,0.009019,242
qft_10,10,200,vf2,False,90,174,-1,63,-1,9546,0.001578,0.009452,284
qft_10,10,200,dense,True,90,204,114,63,161,9546,0.001534,0.009620,314
qft_10,10,200,trivial,True,90,204,114,63,211,9646,0.001151,0.009715,314
qft_10,10,200,sabre,True,90,153,63,63,155,9646,0.004127,0.009231,263
qft_10,10,200,vf2,False,90,204,-1,63,-1,9646,0.001495,0.009911,314
qft_10,10,200,dense,True,90,219,129,63,165,9646,0.001517,0.009837,329
qft_10,10,200,trivial,True,90,189,99,63,140,9746,0.001161,0.009518,299
qft_10,10,200,sabre,True,90,147,57,63,159,9746,0.004068,0.009026,257
qft_10,10,200,vf2,False,90,189,-1,63,-1,9746,0.001685,0.009581,299
qft_10,10,200,dense,True,90,213,123,63,187,9746,0.001483,0.009996,323
qft_10,10,200,trivial,True,90,198,108,63,178,9846,0.001151,0.009478,308
qft_10,10,200,sabre,True,90,153,63,63,166,9846,0.004464,0.009080,263
qft_10,10,200,vf2,False,90,198,-1,63,-1,9846,0.001448,0.009672,308
qft_10,10,200,dense,True,90,207,117,63,197,9846,0.001503,0.009654,317
qft_10,10,200,trivial,True,90,195,105,63,204,9946,0.001152,0.009874,305
qft_10,10,200,sabre,True,90,147,57,63,155,9946,0.003954,0.009090,257
qft_10,10,200,vf2,False,90,195,-1,63,-1,9946,0.001658,0.009453,305
qft_10,10,200,dense,True,90,210,120,63,167,9946,0.001468,0.009784,320
z4_268,11,3073,trivial,True,1343,3659,2316,1644,4008,47,0.028594,0.082074,5389
z4_268,11,3073,sabre,True,1343,3440,2097,1644,3675,47,0.058867,0.101470,5170
z4_268,11,3073,vf2,False,1343,3659,-1,1644,-1,47,0.014241,0.082144,5389
z4_268,11,3073,dense,True,1343,3329,1986,1644,3602,47,0.010812,0.102747,5059
z4_268,11,3073,trivial,True,1343,3623,2280,1644,3824,147,0.010580,0.083068,5353
z4_268,11,3073,sabre,True,1343,3425,2082,1644,3669,147,0.068090,0.104093,5155
z4_268,11,3073,vf2,False,1343,3623,-1,1644,-1,147,0.013661,0.081573,5353
z4_268,11,3073,dense,True,1343,3425,2082,1644,3656,147,0.010952,0.102079,5155
z4_268,11,3073,trivial,True,1343,3584,2241,1644,3768,247,0.010451,0.081236,5314
z4_268,11,3073,sabre,True,1343,3296,1953,1644,3621,247,0.059116,0.102546,5026
z4_268,11,3073,vf2,False,1343,3584,-1,1644,-1,247,0.013204,0.084160,5314
z4_268,11,3073,dense,True,1343,3599,2256,1644,3722,247,0.011775,0.110766,5329
z4_268,11,3073,trivial,True,1343,3584,2241,1644,3772,347,0.011060,0.086774,5314
z4_268,11,3073,sabre,True,1343,3410,2067,1644,3725,347,0.066316,0.104998,5140
z4_268,11,3073,vf2,False,1343,3584,-1,1644,-1,347,0.013583,0.081878,5314
z4_268,11,3073,dense,True,1343,3428,2085,1644,3643,347,0.010649,0.102123,5158
z4_268,11,3073,trivial,True,1343,3560,2217,1644,3832,447,0.010168,0.081637,5290
z4_268,11,3073,sabre,True,1343,3407,2064,1644,3561,447,0.057064,0.101099,5137
z4_268,11,3073,vf2,False,1343,3560,-1,1644,-1,447,0.013554,0.081848,5290
z4_268,11,3073,dense,True,1343,3323,1980,1644,3528,447,0.010567,0.099195,5053
z4_268,11,3073,trivial,True,1343,3437,2094,1644,3659,547,0.010367,0.079900,5167
z4_268,11,3073,sabre,True,1343,3356,2013,1644,3516,547,0.080583,0.079776,5086
z4_268,11,3073,vf2,False,1343,3437,-1,1644,-1,547,0.014414,0.117185,5167
z4_268,11,3073,dense,True,1343,3431,2088,1644,3555,547,0.012655,0.087381,5161
z4_268,11,3073,trivial,True,1343,3740,2397,1644,3918,647,0.011435,0.087435,5470
z4_268,11,3073,sabre,True,1343,3311,1968,1644,3516,647,0.087781,0.088701,5041
z4_268,11,3073,vf2,False,1343,3740,-1,1644,-1,647,0.014971,0.113081,5470
z4_268,11,3073,dense,True,1343,3371,2028,1644,3524,647,0.011352,0.085314,5101
z4_268,11,3073,trivial,True,1343,3539,2196,1644,3760,747,0.010634,0.106164,5269
z4_268,11,3073,sabre,True,1343,3452,2109,1644,3693,747,0.105506,0.106745,5182
z4_268,11,3073,vf2,False,1343,3539,-1,1644,-1,747,0.014413,0.108793,5269
z4_268,11,3073,dense,True,1343,3455,2112,1644,3709,747,0.010828,0.082434,5185
z4_268,11,3073,trivial,True,1343,3458,2115,1644,3676,847,0.010165,0.104545,5188
z4_268,11,3073,sabre,True,1343,3395,2052,1644,3541,847,0.060521,0.080274,5125
z4_268,11,3073,vf2,False,1343,3458,-1,1644,-1,847,0.013504,0.104207,5188
z4_268,11,3073,dense,True,1343,3401,2058,1644,3629,847,0.011028,0.080174,5131
z4_268,11,3073,trivial,True,1343,3761,2418,1644,4028,947,0.010707,0.157840,5491
z4_268,11,3073,sabre,True,1343,3494,2151,1644,3734,947,0.067114,0.082557,5224
z4_268,11,3073,vf2,False,1343,3761,-1,1644,-1,947,0.014647,0.123892,5491
z4_268,11,3073,dense,True,1343,3383,2040,1644,3486,947,0.011414,0.081622,5113
z4_268,11,3073,trivial,True,1343,3704,2361,1644,3996,1047,0.010630,0.107518,5434
z4_268,11,3073,sabre,True,1343,3206,1863,1644,3513,1047,0.098048,0.214017,4936
z4_268,11,3073,vf2,False,1343,3704,-1,1644,-1,1047,0.029058,0.120917,5434
z4_268,11,3073,dense,True,1343,3419,2076,1644,3581,1047,0.011932,0.086234,5149
z4_268,11,3073,trivial,True,1343,3551,2208,1644,3802,1147,0.011863,0.117819,5281
z4_268,11,3073,sabre,True,1343,3299,1956,1644,3571,1147,0.066704,0.103455,5029
z4_268,11,3073,vf2,False,1343,3551,-1,1644,-1,1147,0.013933,0.082503,5281
z4_268,11,3073,dense,True,1343,3419,2076,1644,3592,1147,0.011080,0.081745,5149
z4_268,11,3073,trivial,True,1343,3620,2277,1644,3815,1247,0.032774,0.081977,5350
z4_268,11,3073,sabre,True,1343,3602,2259,1644,3928,1247,0.056920,0.104173,5332
z4_268,11,3073,vf2,False,1343,3620,-1,1644,-1,1247,0.014142,0.082068,5350
z4_268,11,3073,dense,True,1343,3488,2145,1644,3724,1247,0.010880,0.103425,5218
z4_268,11,3073,trivial,True,1343,3692,2349,1644,3938,1347,0.010193,0.083537,5422
z4_268,11,3073,sabre,True,1343,3548,2205,1644,3739,1347,0.060011,0.104644,5278
z4_268,11,3073,vf2,False,1343,3692,-1,1644,-1,1347,0.013594,0.082728,5422
z4_268,11,3073,dense,True,1343,3350,2007,1644,3507,1347,0.010965,0.101713,5080
z4_268,11,3073,trivial,True,1343,3668,2325,1644,3969,1447,0.010547,0.082441,5398
z4_268,11,3073,sabre,True,1343,3305,1962,1644,3517,1447,0.056710,0.102697,5035
z4_268,11,3073,vf2,False,1343,3668,-1,1644,-1,1447,0.013711,0.082791,5398
z4_268,11,3073,dense,True,1343,3449,2106,1644,3597,1447,0.010892,0.102718,5179
z4_268,11,3073,trivial,True,1343,3785,2442,1644,3927,1547,0.010588,0.083532,5515
z4_268,11,3073,sabre,True,1343,3407,2064,1644,3706,1547,0.056304,0.105749,5137
z4_268,11,3073,vf2,False,1343,3785,-1,1644,-1,1547,0.013867,0.082244,5515
z4_268,11,3073,dense,True,1343,3377,2034,1644,3603,1547,0.010929,0.101844,5107
z4_268,11,3073,trivial,True,1343,3485,2142,1644,3748,1647,0.010518,0.080355,5215
z4_268,11,3073,sabre,True,1343,3335,1992,1644,3614,1647,0.077875,0.079461,5065
z4_268,11,3073,vf2,False,1343,3485,-1,1644,-1,1647,0.013621,0.081463,5215
z4_268,11,3073,dense,True,1343,3401,2058,1644,3659,1647,0.032896,0.081077,5131
z4_268,11,3073,trivial,True,1343,3650,2307,1644,3856,1747,0.010573,0.082137,5380
z4_268,11,3073,sabre,True,1343,3488,2145,1644,3720,1747,0.076274,0.081330,5218
z4_268,11,3073,vf2,False,1343,3650,-1,1644,-1,1747,0.013632,0.103611,5380
z4_268,11,3073,dense,True,1343,3464,2121,1644,3674,1747,0.011116,0.080639,5194
z4_268,11,3073,trivial,True,1343,3641,2298,1644,3823,1847,0.010535,0.104614,5371
z4_268,11,3073,sabre,True,1343,3302,1959,1644,3512,1847,0.059005,0.079489,5032
z4_268,11,3073,vf2,False,1343,3641,-1,1644,-1,1847,0.013411,0.104753,5371
z4_268,11,3073,dense,True,1343,3458,2115,1644,3587,1847,0.011082,0.080423,5188
z4_268,11,3073,trivial,True,1343,3578,2235,1644,3791,1947,0.010626,0.103014,5308
z4_268,11,3073,sabre,True,1343,3077,1734,1644,3340,1947,0.057571,0.077242,4807
z4_268,11,3073,vf2,False,1343,3578,-1,1644,-1,1947,0.013094,0.104779,5308
z4_268,11,3073,dense,True,1343,3245,1902,1644,3509,1947,0.010976,0.078453,4975
z4_268,11,3073,trivial,True,1343,3611,2268,1644,3858,2047,0.010405,0.103840,5341
z4_268,11,3073,sabre,True,1343,3341,1998,1644,3504,2047,0.057097,0.079204,5071
z4_268,11,3073,vf2,False,1343,3611,-1,1644,-1,2047,0.013592,0.103766,5341
z4_268,11,3073,dense,True,1343,3509,2166,1644,3753,2047,0.011102,0.080723,5239
z4_268,11,3073,trivial,True,1343,3812,2469,1644,4002,2147,0.010394,0.105977,5542
z4_268,11,3073,sabre,True,1343,3590,2247,1644,3827,2147,0.056798,0.082666,5320
z4_268,11,3073,vf2,False,1343,3812,-1,1644,-1,2147,0.013210,0.106521,5542
z4_268,11,3073,dense,True,1343,3434,2091,1644,3610,2147,0.010998,0.080952,5164
z4_268,11,3073,trivial,True,1343,3647,2304,1644,3912,2247,0.010440,0.103798,5377
z4_268,11,3073,sabre,True,1343,3350,2007,1644,3611,2247,0.060380,0.102568,5080
z4_268,11,3073,vf2,False,1343,3647,-1,1644,-1,2247,0.013292,0.082310,5377
z4_268,11,3073,dense,True,1343,3263,1920,1644,3544,2247,0.010909,0.099487,4993
z4_268,11,3073,trivial,True,1343,3818,2475,1644,3985,2347,0.010680,0.083963,5548
z4_268,11,3073,sabre,True,1343,3287,1944,1644,3548,2347,0.055742,0.101088,5017
z4_268,11,3073,vf2,False,1343,3818,-1,1644,-1,2347,0.013709,0.132004,5548
z4_268,11,3073,dense,True,1343,3206,1863,1644,3443,2347,0.011713,0.102829,4936
z4_268,11,3073,trivial,True,1343,3341,1998,1644,3599,2447,0.010852,0.080649,5071
z4_268,11,3073,sabre,True,1343,3260,1917,1644,3449,2447,0.058494,0.104935,4990
z4_268,11,3073,vf2,False,1343,3341,-1,1644,-1,2447,0.016074,0.088603,5071
z4_268,11,3073,dense,True,1343,3494,2151,1644,3690,2447,0.011473,0.103797,5224
z4_268,11,3073,trivial,True,1343,3641,2298,1644,3841,2547,0.010512,0.082871,5371
z4_268,11,3073,sabre,True,1343,3485,2142,1644,3662,2547,0.061275,0.118092,5215
z4_268,11,3073,vf2,False,1343,3641,-1,1644,-1,2547,0.013801,0.082636,5371
z4_268,11,3073,dense,True,1343,3422,2079,1644,3578,2547,0.011044,0.103447,5152
z4_268,11,3073,trivial,True,1343,3758,2415,1644,3914,2647,0.010593,0.083065,5488
z4_268,11,3073,sabre,True,1343,3359,2016,1644,3634,2647,0.057255,0.102578,5089
z4_268,11,3073,vf2,False,1343,3758,-1,1644,-1,2647,0.013701,0.083040,5488
z4_268,11,3073,dense,True,1343,3473,2130,1644,3664,2647,0.010891,0.102562,5203
z4_268,11,3073,trivial,True,1343,3722,2379,1644,4045,2747,0.010617,0.141108,5452
z4_268,11,3073,sabre,True,1343,3356,2013,1644,3618,2747,0.139575,0.116394,5086
z4_268,11,3073,vf2,False,1343,3722,-1,1644,-1,2747,0.040661,0.165530,5452
z4_268,11,3073,dense,True,1343,3440,2097,1644,3727,2747,0.018525,0.125193,5170
z4_268,11,3073,trivial,True,1343,3764,2421,1644,4048,2847,0.012529,0.186760,5494
z4_268,11,3073,sabre,True,1343,3176,1833,1644,3442,2847,0.154352,0.102702,4906
z4_268,11,3073,vf2,False,1343,3764,-1,1644,-1,2847,0.015019,0.123250,5494
z4_268,11,3073,dense,True,1343,3182,1839,1644,3422,2847,0.011309,0.080024,4912
z4_268,11,3073,trivial,True,1343,3776,2433,1644,4084,2947,0.012061,0.243820,5506
z4_268,11,3073,sabre,True,1343,3491,2148,1644,3625,2947,0.067801,0.124465,5221
z4_268,11,3073,vf2,False,1343,3776,-1,1644,-1,2947,0.014067,0.109767,5506
z4_268,11,3073,dense,True,1343,3224,1881,1644,3468,2947,0.011025,0.078537,4954
z4_268,11,3073,trivial,True,1343,3554,2211,1644,3882,3047,0.010474,0.108265,5284
z4_268,11,3073,sabre,True,1343,3140,1797,1644,3438,3047,0.057820,0.083733,4870
z4_268,11,3073,vf2,False,1343,3554,-1,1644,-1,3047,0.014316,0.107176,5284
z4_268,11,3073,dense,True,1343,3389,2046,1644,3517,3047,0.011012,0.080055,5119
z4_268,11,3073,trivial,True,1343,3503,2160,1644,3701,3147,0.010775,0.107529,5233
z4_268,11,3073,sabre,True,1343,3326,1983,1644,3503,3147,0.063198,0.087082,5056
z4_268,11,3073,vf2,False,1343,3503,-1,1644,-1,3147,0.041845,0.086951,5233
z4_268,11,3073,dense,True,1343,3443,2100,1644,3640,3147,0.011473,0.089268,5173
z4_268,11,3073,trivial,True,1343,3695,2352,1644,3899,3247,0.011195,0.112823,5425
z4_268,11,3073,sabre,True,1343,3422,2079,1644,3703,3247,0.056866,0.104583,5152
z4_268,11,3073,vf2,False,1343,3695,-1,1644,-1,3247,0.013878,0.083442,5425
z4_268,11,3073,dense,True,1343,3323,1980,1644,3512,3247,0.011152,0.103099,5053
z4_268,11,3073,trivial,True,1343,3692,2349,1644,3927,3347,0.010660,0.083284,5422
z4_268,11,3073,sabre,True,1343,3452,2109,1644,3730,3347,0.056651,0.103920,5182
z4_268,11,3073,vf2,False,1343,3692,-1,1644,-1,3347,0.013589,0.082560,5422
z4_268,11,3073,dense,True,1343,3518,2175,1644,3739,3347,0.010850,0.106963,5248
z4_268,11,3073,trivial,True,1343,3683,2340,1644,3917,3447,0.010669,0.082426,5413
z4_268,11,3073,sabre,True,1343,3386,2043,1644,3604,3447,0.054882,0.109115,5116
z4_268,11,3073,vf2,False,1343,3683,-1,1644,-1,3447,0.014597,0.083108,5413
z4_268,11,3073,dense,True,1343,3545,2202,1644,3767,3447,0.010966,0.106198,5275
z4_268,11,3073,trivial,True,1343,3677,2334,1644,3821,3547,0.010785,0.083150,5407
z4_268,11,3073,sabre,True,1343,3518,2175,1644,3858,3547,0.062720,0.106717,5248
z4_268,11,3073,vf2,False,1343,3677,-1,1644,-1,3547,0.013686,0.082611,5407
z4_268,11,3073,dense,True,1343,3551,2208,1644,3712,3547,0.010863,0.107288,5281
