Circuit Name,Qubit Num,Gate Num,method,lay,cx_ideal,cx_constrained,cx_added,depth_ideal,depth_constrained,seed,layout_time_s,transpile_time_s,size
alu-v0_27,5,36,dense,True,17,44,27,21,45,9044,0.001073,0.003618,63
alu-v0_27,5,36,trivial,True,17,35,18,21,33,9144,0.000376,0.003458,54
alu-v0_27,5,36,sabre,True,17,26,9,21,31,9144,0.001498,0.003285,45
alu-v0_27,5,36,vf2,False,17,35,-1,21,-1,9144,0.000554,0.003315,54
alu-v0_27,5,36,dense,True,17,56,39,21,59,9144,0.000750,0.003505,75
alu-v0_27,5,36,trivial,True,17,59,42,21,56,9244,0.000387,0.003627,78
alu-v0_27,5,36,sabre,True,17,26,9,21,32,9244,0.001383,0.003191,45
alu-v0_27,5,36,vf2,False,17,59,-1,21,-1,9244,0.000535,0.003560,78
alu-v0_27,5,36,dense,True,17,47,30,21,42,9244,0.000727,0.003299,66
alu-v0_27,5,36,trivial,True,17,47,30,21,43,9344,0.000388,0.003566,66
alu-v0_27,5,36,sabre,True,17,20,3,21,24,9344,0.001266,0.003131,39
alu-v0_27,5,36,vf2,False,17,47,-1,21,-1,9344,0.000541,0.003397,66
alu-v0_27,5,36,dense,True,17,53,36,21,53,9344,0.000700,0.003430,72
alu-v0_27,5,36,trivial,True,17,38,21,21,33,9444,0.000372,0.003481,57
alu-v0_27,5,36,sabre,True,17,29,12,21,33,9444,0.001322,0.003093,48
alu-v0_27,5,36,vf2,False,17,38,-1,21,-1,9444,0.000556,0.003390,57
alu-v0_27,5,36,dense,True,17,53,36,21,57,9444,0.000793,0.003505,72
alu-v0_27,5,36,trivial,True,17,47,30,21,48,9544,0.000384,0.003492,66
alu-v0_27,5,36,sabre,True,17,20,3,21,26,9544,0.001274,0.003054,39
alu-v0_27,5,36,vf2,False,17,47,-1,21,-1,9544,0.000529,0.003459,66
alu-v0_27,5,36,dense,True,17,56,39,21,55,9544,0.000688,0.003372,75
alu-v0_27,5,36,trivial,True,17,50,33,21,50,9644,0.000412,0.003563,69
alu-v0_27,5,36,sabre,True,17,20,3,21,26,9644,0.001312,0.003141,39
alu-v0_27,5,36,vf2,False,17,50,-1,21,-1,9644,0.000543,0.003397,69
alu-v0_27,5,36,dense,True,17,53,36,21,49,9644,0.000760,0.003410,72
alu-v0_27,5,36,trivial,True,17,44,27,21,38,9744,0.000437,0.003358,63
alu-v0_27,5,36,sabre,True,17,20,3,21,26,9744,0.001353,0.003158,39
alu-v0_27,5,36,vf2,False,17,44,-1,21,-1,9744,0.000530,0.003441,63
alu-v0_27,5,36,dense,True,17,53,36,21,54,9744,0.000740,0.003487,72
alu-v0_27,5,36,trivial,True,17,53,36,21,48,9844,0.000404,0.003456,72
alu-v0_27,5,36,sabre,True,17,20,3,21,24,9844,0.001292,0.003110,39
alu-v0_27,5,36,vf2,False,17,53,-1,21,-1,9844,0.000527,0.003386,72
alu-v0_27,5,36,dense,True,17,50,33,21,46,9844,0.000667,0.003263,69
alu-v0_27,5,36,trivial,True,17,47,30,21,43,9944,0.000371,0.003248,66
alu-v0_27,5,36,sabre,True,17,32,15,21,38,9944,0.001393,0.003234,51
alu-v0_27,5,36,vf2,False,17,47,-1,21,-1,9944,0.000533,0.003318,66
alu-v0_27,5,36,dense,True,17,53,36,21,55,9944,0.000703,0.003359,72
sym6_145,7,3888,trivial,True,1701,4263,2562,2187,4755,45,0.012973,0.109380,6450
sym6_145,7,3888,sabre,True,1701,3891,2190,2187,4514,45,0.115985,0.099726,6078
sym6_145,7,3888,vf2,False,1701,4263,-1,2187,-1,45,0.017653,0.125297,6450
sym6_145,7,3888,dense,True,1701,3951,2250,2187,4429,45,0.013505,0.096775,6138
sym6_145,7,3888,trivial,True,1701,4326,2625,2187,4863,145,0.016974,0.125848,6513
sym6_145,7,3888,sabre,True,1701,3906,2205,2187,4479,145,0.067167,0.121483,6093
sym6_145,7,3888,vf2,False,1701,4326,-1,2187,-1,145,0.016968,0.101136,6513
sym6_145,7,3888,dense,True,1701,4170,2469,2187,4756,145,0.013443,0.122095,6357
sym6_145,7,3888,trivial,True,1701,4278,2577,2187,4803,245,0.013054,0.100216,6465
sym6_145,7,3888,sabre,True,1701,3846,2145,2187,4443,245,0.092543,0.095751,6033
sym6_145,7,3888,vf2,False,1701,4278,-1,2187,-1,245,0.016881,0.124612,6465
sym6_145,7,3888,dense,True,1701,4092,2391,2187,4706,245,0.013743,0.100218,6279
sym6_145,7,3888,trivial,True,1701,4272,2571,2187,4740,345,0.035791,0.100368,6459
sym6_145,7,3888,sabre,True,1701,3957,2256,2187,4531,345,0.069892,0.117959,6144
sym6_145,7,3888,vf2,False,1701,4272,-1,2187,-1,345,0.016806,0.120403,6459
sym6_145,7,3888,dense,True,1701,3990,2289,2187,4492,345,0.013538,0.096904,6177
sym6_145,7,3888,trivial,True,1701,4263,2562,2187,4723,445,0.012969,0.119847,6450
sym6_145,7,3888,sabre,True,1701,3606,1905,2187,4134,445,0.065976,0.116552,5793
sym6_145,7,3888,vf2,False,1701,4263,-1,2187,-1,445,0.017346,0.100342,6450
sym6_145,7,3888,dense,True,1701,4143,2442,2187,4650,445,0.013514,0.121155,6330
sym6_145,7,3888,trivial,True,1701,4311,2610,2187,4806,545,0.013905,0.103059,6498
sym6_145,7,3888,sabre,True,1701,3885,2184,2187,4498,545,0.096590,0.096251,6072
sym6_145,7,3888,vf2,False,1701,4311,-1,2187,-1,545,0.016877,0.131977,6498
sym6_145,7,3888,dense,True,1701,4089,2388,2187,4624,545,0.013631,0.099179,6276
sym6_145,7,3888,trivial,True,1701,4101,2400,2187,4586,645,0.013101,0.121755,6288
sym6_145,7,3888,sabre,True,1701,4050,2349,2187,4686,645,0.070818,0.120361,6237
sym6_145,7,3888,vf2,False,1701,4101,-1,2187,-1,645,0.016727,0.098612,6288
sym6_145,7,3888,dense,True,1701,3846,2145,2187,4451,645,0.035873,0.096679,6033
sym6_145,7,3888,trivial,True,1701,4431,2730,2187,4822,745,0.013100,0.122256,6618
sym6_145,7,3888,sabre,True,1701,4008,2307,2187,4641,745,0.071539,0.097206,6195
sym6_145,7,3888,vf2,False,1701,4431,-1,2187,-1,745,0.038922,0.100850,6618
sym6_145,7,3888,dense,True,1701,3978,2277,2187,4523,745,0.013243,0.117649,6165
sym6_145,7,3888,trivial,True,1701,4251,2550,2187,4698,845,0.013061,0.153881,6438
sym6_145,7,3888,sabre,True,1701,3891,2190,2187,4487,845,0.097615,0.095704,6078
sym6_145,7,3888,vf2,False,1701,4251,-1,2187,-1,845,0.016773,0.122575,6438
sym6_145,7,3888,dense,True,1701,4116,2415,2187,4623,845,0.013420,0.098037,6303
sym6_145,7,3888,trivial,True,1701,4170,2469,2187,4642,945,0.013025,0.122643,6357
sym6_145,7,3888,sabre,True,1701,3552,1851,2187,4166,945,0.064097,0.117737,5739
sym6_145,7,3888,vf2,False,1701,4170,-1,2187,-1,945,0.016825,0.099782,6357
sym6_145,7,3888,dense,True,1701,3987,2286,2187,4480,945,0.013349,0.119894,6174
sym6_145,7,3888,trivial,True,1701,4065,2364,2187,4541,1045,0.012931,0.121209,6252
sym6_145,7,3888,sabre,True,1701,3858,2157,2187,4499,1045,0.068462,0.097015,6045
sym6_145,7,3888,vf2,False,1701,4065,-1,2187,-1,1045,0.039404,0.098641,6252
sym6_145,7,3888,dense,True,1701,3975,2274,2187,4504,1045,0.013287,0.118777,6162
sym6_145,7,3888,trivial,True,1701,4062,2361,2187,4555,1145,0.013232,0.098028,6249
sym6_145,7,3888,sabre,True,1701,4098,2397,2187,4760,1145,0.089607,0.099698,6285
sym6_145,7,3888,vf2,False,1701,4062,-1,2187,-1,1145,0.018193,0.173694,6249
sym6_145,7,3888,dense,True,1701,4146,2445,2187,4594,1145,0.014691,0.106344,6333
sym6_145,7,3888,trivial,True,1701,4275,2574,2187,4767,1245,0.014095,0.132867,6462
sym6_145,7,3888,sabre,True,1701,3798,2097,2187,4440,1245,0.072964,0.131026,5985
sym6_145,7,3888,vf2,False,1701,4275,-1,2187,-1,1245,0.016993,0.100284,6462
sym6_145,7,3888,dense,True,1701,3957,2256,2187,4430,1245,0.013359,0.123233,6144
sym6_145,7,3888,trivial,True,1701,4332,2631,2187,4738,1345,0.013227,0.101331,6519
sym6_145,7,3888,sabre,True,1701,3921,2220,2187,4576,1345,0.092107,0.097071,6108
sym6_145,7,3888,vf2,False,1701,4332,-1,2187,-1,1345,0.016871,0.122197,6519
sym6_145,7,3888,dense,True,1701,4098,2397,2187,4628,1345,0.013543,0.119745,6285
sym6_145,7,3888,trivial,True,1701,4353,2652,2187,4857,1445,0.013209,0.100788,6540
sym6_145,7,3888,sabre,True,1701,3645,1944,2187,4352,1445,0.083416,0.094595,5832
sym6_145,7,3888,vf2,False,1701,4353,-1,2187,-1,1445,0.017029,0.123437,6540
sym6_145,7,3888,dense,True,1701,4083,2382,2187,4670,1445,0.013523,0.098888,6270
sym6_145,7,3888,trivial,True,1701,4254,2553,2187,4777,1545,0.012964,0.123385,6441
sym6_145,7,3888,sabre,True,1701,3984,2283,2187,4606,1545,0.074542,0.253808,6171
sym6_145,7,3888,vf2,False,1701,4254,-1,2187,-1,1545,0.053522,0.112056,6441
sym6_145,7,3888,dense,True,1701,4056,2355,2187,4541,1545,0.014338,0.135288,6243
sym6_145,7,3888,trivial,True,1701,4068,2367,2187,4554,1645,0.014204,0.138031,6255
sym6_145,7,3888,sabre,True,1701,3993,2292,2187,4762,1645,0.093086,0.097023,6180
sym6_145,7,3888,vf2,False,1701,4068,-1,2187,-1,1645,0.016753,0.120910,6255
sym6_145,7,3888,dense,True,1701,3984,2283,2187,4595,1645,0.013554,0.103693,6171
sym6_145,7,3888,trivial,True,1701,4218,2517,2187,4758,1745,0.037685,0.101929,6405
sym6_145,7,3888,sabre,True,1701,4005,2304,2187,4569,1745,0.070261,0.119188,6192
sym6_145,7,3888,vf2,False,1701,4218,-1,2187,-1,1745,0.017081,0.121564,6405
sym6_145,7,3888,dense,True,1701,4212,2511,2187,4767,1745,0.013605,0.099851,6399
sym6_145,7,3888,trivial,True,1701,4206,2505,2187,4669,1845,0.013136,0.125858,6393
sym6_145,7,3888,sabre,True,1701,3954,2253,2187,4595,1845,0.069132,0.120026,6141
sym6_145,7,3888,vf2,False,1701,4206,-1,2187,-1,1845,0.017059,0.099470,6393
sym6_145,7,3888,dense,True,1701,3927,2226,2187,4435,1845,0.013416,0.118786,6114
sym6_145,7,3888,trivial,True,1701,3978,2277,2187,4480,1945,0.013069,0.097004,6165
sym6_145,7,3888,sabre,True,1701,4020,2319,2187,4792,1945,0.094877,0.098417,6207
sym6_145,7,3888,vf2,False,1701,3978,-1,2187,-1,1945,0.016978,0.121599,6165
sym6_145,7,3888,dense,True,1701,3984,2283,2187,4524,1945,0.013556,0.097062,6171
sym6_145,7,3888,trivial,True,1701,4212,2511,2187,4748,2045,0.012588,0.149017,6399
sym6_145,7,3888,sabre,True,1701,3924,2223,2187,4619,2045,0.068168,0.120269,6111
sym6_145,7,3888,vf2,False,1701,4212,-1,2187,-1,2045,0.017504,0.193794,6399
sym6_145,7,3888,dense,True,1701,3918,2217,2187,4485,2045,0.015897,0.135252,6105
sym6_145,7,3888,trivial,True,1701,4074,2373,2187,4552,2145,0.014212,0.111350,6261
sym6_145,7,3888,sabre,True,1701,3897,2196,2187,4489,2145,0.119187,0.103752,6084
sym6_145,7,3888,vf2,False,1701,4074,-1,2187,-1,2145,0.018173,0.125296,6261
sym6_145,7,3888,dense,True,1701,3927,2226,2187,4538,2145,0.013628,0.118148,6114
sym6_145,7,3888,trivial,True,1701,4005,2304,2187,4529,2245,0.013150,0.097255,6192
sym6_145,7,3888,sabre,True,1701,4017,2316,2187,4496,2245,0.071098,0.119645,6204
sym6_145,7,3888,vf2,False,1701,4005,-1,2187,-1,2245,0.016887,0.119883,6192
sym6_145,7,3888,dense,True,1701,3915,2214,2187,4412,2245,0.013149,0.096870,6102
sym6_145,7,3888,trivial,True,1701,4398,2697,2187,4860,2345,0.012990,0.123590,6585
sym6_145,7,3888,sabre,True,1701,3939,2238,2187,4495,2345,0.067714,0.119719,6126
sym6_145,7,3888,vf2,False,1701,4398,-1,2187,-1,2345,0.016897,0.101846,6585
sym6_145,7,3888,dense,True,1701,3963,2262,2187,4350,2345,0.013457,0.120904,6150
sym6_145,7,3888,trivial,True,1701,4275,2574,2187,4798,2445,0.013236,0.100418,6462
sym6_145,7,3888,sabre,True,1701,4011,2310,2187,4583,2445,0.093490,0.102607,6198
sym6_145,7,3888,vf2,False,1701,4275,-1,2187,-1,2445,0.017493,0.125671,6462
sym6_145,7,3888,dense,True,1701,4035,2334,2187,4450,2445,0.013511,0.098406,6222
sym6_145,7,3888,trivial,True,1701,4047,2346,2187,4531,2545,0.035616,0.098708,6234
sym6_145,7,3888,sabre,True,1701,3978,2277,2187,4633,2545,0.067547,0.173776,6165
sym6_145,7,3888,vf2,False,1701,4047,-1,2187,-1,2545,0.017807,0.104873,6234
sym6_145,7,3888,dense,True,1701,4077,2376,2187,4568,2545,0.037352,0.101604,6264
sym6_145,7,3888,trivial,True,1701,4278,2577,2187,4744,2645,0.013335,0.126776,6465
sym6_145,7,3888,sabre,True,1701,3867,2166,2187,4506,2645,0.075332,0.124037,6054
sym6_145,7,3888,vf2,False,1701,4278,-1,2187,-1,2645,0.017152,0.100237,6465
sym6_145,7,3888,dense,True,1701,4065,2364,2187,4574,2645,0.013040,0.122841,6252
sym6_145,7,3888,trivial,True,1701,4215,2514,2187,4728,2745,0.013768,0.105062,6402
sym6_145,7,3888,sabre,True,1701,3621,1920,2187,4557,2745,0.098446,0.095461,5808
sym6_145,7,3888,vf2,False,1701,4215,-1,2187,-1,2745,0.017181,0.130707,6402
sym6_145,7,3888,dense,True,1701,3834,2133,2187,4372,2745,0.013215,0.097673,6021
sym6_145,7,3888,trivial,True,1701,4101,2400,2187,4579,2845,0.013450,0.144432,6288
sym6_145,7,3888,sabre,True,1701,4254,2553,2187,4724,2845,0.124236,0.142871,6441
sym6_145,7,3888,vf2,False,1701,4101,-1,2187,-1,2845,0.017691,0.106716,6288
sym6_145,7,3888,dense,True,1701,3996,2295,2187,4513,2845,0.014577,0.132507,6183
sym6_145,7,3888,trivial,True,1701,4380,2679,2187,4815,2945,0.013257,0.126983,6567
sym6_145,7,3888,sabre,True,1701,3645,1944,2187,4355,2945,0.070386,0.094487,5832
sym6_145,7,3888,vf2,False,1701,4380,-1,2187,-1,2945,0.045522,0.118400,6567
sym6_145,7,3888,dense,True,1701,3969,2268,2187,4421,2945,0.013791,0.150391,6156
sym6_145,7,3888,trivial,True,1701,4044,2343,2187,4407,3045,0.013177,0.099749,6231
sym6_145,7,3888,sabre,True,1701,3975,2274,2187,4615,3045,0.095495,0.097277,6162
sym6_145,7,3888,vf2,False,1701,4044,-1,2187,-1,3045,0.016866,0.120525,6231
sym6_145,7,3888,dense,True,1701,4161,2460,2187,4703,3045,0.013412,0.103313,6348
sym6_145,7,3888,trivial,True,1701,4125,2424,2187,4605,3145,0.013111,0.123087,6312
sym6_145,7,3888,sabre,True,1701,3900,2199,2187,4555,3145,0.067883,0.119488,6087
sym6_145,7,3888,vf2,False,1701,4125,-1,2187,-1,3145,0.016928,0.098683,6312
sym6_145,7,3888,dense,True,1701,3978,2277,2187,4522,3145,0.013306,0.120575,6165
sym6_145,7,3888,trivial,True,1701,4356,2655,2187,4820,3245,0.031172,0.135794,6543
sym6_145,7,3888,sabre,True,1701,3600,1899,2187,4172,3245,0.131136,0.096501,5787
sym6_145,7,3888,vf2,False,1701,4356,-1,2187,-1,3245,0.017513,0.124616,6543
sym6_145,7,3888,dense,True,1701,4074,2373,2187,4623,3245,0.013341,0.122920,6261
sym6_145,7,3888,trivial,True,1701,4221,2520,2187,4641,3345,0.012726,0.100769,6408
sym6_145,7,3888,sabre,True,1701,3894,2193,2187,4477,3345,0.095391,0.096610,6081
sym6_145,7,3888,vf2,False,1701,4221,-1,2187,-1,3345,0.016844,0.131276,6408
sym6_145,7,3888,dense,True,1701,4146,2445,2187,4620,3345,0.013622,0.099166,6333
sym6_145,7,3888,trivial,True,1701,4176,2475,2187,4705,3445,0.012999,0.121581,6363
sym6_145,7,3888,sabre,True,1701,4077,2376,2187,4513,3445,0.069096,0.120791,6264
sym6_145,7,3888,vf2,False,1701,4176,-1,2187,-1,3445,0.016952,0.099516,6363
sym6_145,7,3888,dense,True,1701,4050,2349,2187,4569,3445,0.013606,0.121023,6237
sym6_145,7,3888,trivial,True,1701,4182,2481,2187,4758,3545,0.013249,0.099331,6369
sym6_145,7,3888,sabre,True,1701,3855,2154,2187,4429,3545,0.090687,0.096017,6042
sym6_145,7,3888,vf2,False,1701,4182,-1,2187,-1,3545,0.016805,0.122371,6369
sym6_145,7,3888,dense,True,1701,3984,2283,2187,4560,3545,0.014194,0.103245,6171
sym6_145,7,3888,trivial,True,1701,4056,2355,2187,4541,3645,0.038955,0.104519,6243
sym6_145,7,3888,sabre,True,1701,3876,2175,2187,4475,3645,0.078185,0.127276,6063
sym6_145,7,3888,vf2,False,1701,4056,-1,2187,-1,3645,0.017805,0.126194,6243
sym6_145,7,3888,dense,True,1701,3873,2172,2187,4404,3645,0.013603,0.096916,6060
sym6_145,7,3888,trivial,True,1701,4389,2688,2187,4806,3745,0.013293,0.126151,6576
sym6_145,7,3888,sabre,True,1701,4302,2601,2187,4769,3745,0.092526,0.138898,6489
sym6_145,7,3888,vf2,False,1701,4389,-1,2187,-1,3745,0.018202,0.142639,6576
sym6_145,7,3888,dense,True,1701,4023,2322,2187,4571,3745,0.015179,0.129932,6210
sym6_145,7,3888,trivial,True,1701,3963,2262,2187,4453,3845,0.015088,0.103929,6150
sym6_145,7,3888,sabre,True,1701,3840,2139,2187,4490,3845,0.101110,0.097351,6027
sym6_145,7,3888,vf2,False,1701,3963,-1,2187,-1,3845,0.017422,0.126421,6150
sym6_145,7,3888,dense,True,1701,4212,2511,2187,4702,3845,0.018380,0.103534,6399
sym6_145,7,3888,trivial,True,1701,4173,2472,2187,4615,3945,0.013340,0.122284,6360
sym6_145,7,3888,sabre,True,1701,3795,2094,2187,4333,3945,0.071911,0.121290,5982
sym6_145,7,3888,vf2,False,1701,4173,-1,2187,-1,3945,0.016955,0.099169,6360
sym6_145,7,3888,dense,True,1701,3846,2145,2187,4393,3945,0.013552,0.122006,6033
sym6_145,7,3888,trivial,True,1701,4167,2466,2187,4588,4045,0.012995,0.126726,6354
sym6_145,7,3888,sabre,True,1701,4035,2334,2187,4534,4045,0.071988,0.098001,6222
sym6_145,7,3888,vf2,False,1701,4167,-1,2187,-1,4045,0.038597,0.099337,6354
sym6_145,7,3888,dense,True,1701,3963,2262,2187,4461,4045,0.013260,0.118086,6150
sym6_145,7,3888,trivial,True,1701,4053,2352,2187,4554,4145,0.013306,0.099428,6240
sym6_145,7,3888,sabre,True,1701,4164,2463,2187,4763,4145,0.092867,0.098336,6351
sym6_145,7,3888,vf2,False,1701,4053,-1,2187,-1,4145,0.016745,0.120198,6240
sym6_145,7,3888,dense,True,1701,4179,2478,2187,4636,4145,0.013574,0.099019,6366
sym6_145,7,3888,trivial,True,1701,4422,2721,2187,4855,4245,0.012862,0.127878,6609
sym6_145,7,3888,sabre,True,1701,4134,2433,2187,4800,4245,0.066615,0.131565,6321
sym6_145,7,3888,vf2,False,1701,4422,-1,2187,-1,4245,0.017583,0.104876,6609
sym6_145,7,3888,dense,True,1701,4071,2370,2187,4584,4245,0.013588,0.125080,6258
sym6_145,7,3888,trivial,True,1701,4335,2634,2187,4729,4345,0.015316,0.129855,6522
sym6_145,7,3888,sabre,True,1701,3927,2226,2187,4705,4345,0.068309,0.097156,6114
sym6_145,7,3888,vf2,False,1701,4335,-1,2187,-1,4345,0.018410,0.140510,6522
sym6_145,7,3888,dense,True,1701,4323,2622,2187,4740,4345,0.013337,0.127491,6510
sym6_145,7,3888,trivial,True,1701,4320,2619,2187,4842,4445,0.013422,0.103413,6507
sym6_145,7,3888,sabre,True,1701,3645,1944,2187,4207,4445,0.089841,0.094267,5832
sym6_145,7,3888,vf2,False,1701,4320,-1,2187,-1,4445,0.016782,0.152375,6507
sym6_145,7,3888,dense,True,1701,4089,2388,2187,4620,4445,0.013844,0.100446,6276
sym6_145,7,3888,trivial,True,1701,4350,2649,2187,4901,4545,0.013097,0.124687,6537
sym6_145,7,3888,sabre,True,1701,3942,2241,2187,4593,4545,0.075141,0.118421,6129
sym6_145,7,3888,vf2,False,1701,4350,-1,2187,-1,4545,0.016874,0.119099,6537
sym6_145,7,3888,dense,True,1701,4047,2346,2187,4560,4545,0.020459,0.164613,6234
sym6_145,7,3888,trivial,True,1701,4302,2601,2187,4722,4645,0.013492,0.101916,6489
sym6_145,7,3888,sabre,True,1701,4032,2331,2187,4545,4645,0.093496,0.102825,6219
sym6_145,7,3888,vf2,False,1701,4302,-1,2187,-1,4645,0.017786,0.127779,6489
sym6_145,7,3888,dense,True,1701,3972,2271,2187,4558,4645,0.013419,0.097565,6159
sym6_145,7,3888,trivial,True,1701,4173,2472,2187,4695,4745,0.035773,0.099421,6360
sym6_145,7,3888,sabre,True,1701,3867,2166,2187,4477,4745,0.071397,0.124540,6054
sym6_145,7,3888,vf2,False,1701,4173,-1,2187,-1,4745,0.016948,0.120846,6360
sym6_145,7,3888,dense,True,1701,3996,2295,2187,4474,4745,0.013453,0.097785,6183
sym6_145,7,3888,trivial,True,1701,4197,2496,2187,4723,4845,0.012916,0.119821,6384
sym6_145,7,3888,sabre,True,1701,3996,2295,2187,4544,4845,0.068573,0.122979,6183
sym6_145,7,3888,vf2,False,1701,4197,-1,2187,-1,4845,0.016999,0.101301,6384
sym6_145,7,3888,dense,True,1701,4020,2319,2187,4489,4845,0.014012,0.148684,6207
sym6_145,7,3888,trivial,True,1701,4209,2508,2187,4706,4945,0.013246,0.100174,6396
sym6_145,7,3888,sabre,True,1701,3885,2184,2187,4434,4945,0.093304,0.096105,6072
sym6_145,7,3888,vf2,False,1701,4209,-1,2187,-1,4945,0.016741,0.122252,6396
sym6_145,7,3888,dense,True,1701,4194,2493,2187,4657,4945,0.012991,0.099593,6381
sym6_145,7,3888,trivial,True,1701,4113,2412,2187,4586,5045,0.013077,0.123725,6300
sym6_145,7,3888,sabre,True,1701,3837,2136,2187,4455,5045,0.070765,0.119106,6024
sym6_145,7,3888,vf2,False,1701,4113,-1,2187,-1,5045,0.016939,0.100036,6300
sym6_145,7,3888,dense,True,1701,4038,2337,2187,4479,5045,0.013237,0.120020,6225
sym6_145,7,3888,trivial,True,1701,4368,2667,2187,4822,5145,0.013054,0.121629,6555
sym6_145,7,3888,sabre,True,1701,3810,2109,2187,4439,5145,0.070522,0.095797,5997
sym6_145,7,3888,vf2,False,1701,4368,-1,2187,-1,5145,0.037170,0.100657,6555
sym6_145,7,3888,dense,True,1701,4089,2388,2187,4562,5145,0.013482,0.119237,6276
sym6_145,7,3888,trivial,True,1701,4398,2697,2187,4809,5245,0.013046,0.100723,6585
sym6_145,7,3888,sabre,True,1701,3993,2292,2187,4467,5245,0.102603,0.097277,6180
sym6_145,7,3888,vf2,False,1701,4398,-1,2187,-1,5245,0.016775,0.124265,6585
sym6_145,7,3888,dense,True,1701,4032,2331,2187,4604,5245,0.013515,0.098134,6219
sym6_145,7,3888,trivial,True,1701,4302,2601,2187,4772,5345,0.012996,0.122576,6489
sym6_145,7,3888,sabre,True,1701,3792,2091,2187,4385,5345,0.064208,0.118364,5979
sym6_145,7,3888,vf2,False,1701,4302,-1,2187,-1,5345,0.017700,0.104138,6489
sym6_145,7,3888,dense,True,1701,3978,2277,2187,4468,5345,0.013293,0.120817,6165
sym6_145,7,3888,trivial,True,1701,4065,2364,2187,4531,5445,0.012982,0.119258,6252
sym6_145,7,3888,sabre,True,1701,3918,2217,2187,4557,5445,0.069444,0.145806,6105
sym6_145,7,3888,vf2,False,1701,4065,-1,2187,-1,5445,0.046562,0.103182,6252
sym6_145,7,3888,dense,True,1701,4179,2478,2187,4649,5445,0.013702,0.129388,6366
sym6_145,7,3888,trivial,True,1701,4269,2568,2187,4771,5545,0.013195,0.102135,6456
sym6_145,7,3888,sabre,True,1701,3867,2166,2187,4425,5545,0.093562,0.163653,6054
sym6_145,7,3888,vf2,False,1701,4269,-1,2187,-1,5545,0.030330,0.158806,6456
sym6_145,7,3888,dense,True,1701,4056,2355,2187,4489,5545,0.013777,0.098327,6243
sym6_145,7,3888,trivial,True,1701,4287,2586,2187,4799,5645,0.013103,0.128982,6474
sym6_145,7,3888,sabre,True,1701,3567,1866,2187,4204,5645,0.068168,0.118900,5754
sym6_145,7,3888,vf2,False,1701,4287,-1,2187,-1,5645,0.017078,0.100842,6474
sym6_145,7,3888,dense,True,1701,4065,2364,2187,4505,5645,0.013517,0.126023,6252
sym6_145,7,3888,trivial,True,1701,4260,2559,2187,4733,5745,0.013121,0.100908,6447
sym6_145,7,3888,sabre,True,1701,3396,1695,2187,4023,5745,0.088354,0.092943,5583
sym6_145,7,3888,vf2,False,1701,4260,-1,2187,-1,5745,0.016763,0.121285,6447
sym6_145,7,3888,dense,True,1701,4059,2358,2187,4592,5745,0.013444,0.120794,6246
sym6_145,7,3888,trivial,True,1701,4014,2313,2187,4553,5845,0.012649,0.099801,6201
sym6_145,7,3888,sabre,True,1701,4002,2301,2187,4480,5845,0.089749,0.098747,6189
sym6_145,7,3888,vf2,False,1701,4014,-1,2187,-1,5845,0.016903,0.129948,6201
sym6_145,7,3888,dense,True,1701,4044,2343,2187,4465,5845,0.013666,0.098070,6231
sym6_145,7,3888,trivial,True,1701,3969,2268,2187,4487,5945,0.013430,0.119510,6156
sym6_145,7,3888,sabre,True,1701,3939,2238,2187,4545,5945,0.070339,0.119252,6126
sym6_145,7,3888,vf2,False,1701,3969,-1,2187,-1,5945,0.017096,0.098442,6156
sym6_145,7,3888,dense,True,1701,4065,2364,2187,4582,5945,0.013337,0.123549,6252
sym6_145,7,3888,trivial,True,1701,4125,2424,2187,4568,6045,0.013306,0.099132,6312
sym6_145,7,3888,sabre,True,1701,3753,2052,2187,4431,6045,0.087406,0.097104,5940
sym6_145,7,3888,vf2,False,1701,4125,-1,2187,-1,6045,0.017966,0.134006,6312
sym6_145,7,3888,dense,True,1701,4224,2523,2187,4738,6045,0.014503,0.106826,6411
sym6_145,7,3888,trivial,True,1701,4017,2316,2187,4477,6145,0.014332,0.129661,6204
sym6_145,7,3888,sabre,True,1701,3891,2190,2187,4506,6145,0.067633,0.121985,6078
sym6_145,7,3888,vf2,False,1701,4017,-1,2187,-1,6145,0.017195,0.097404,6204
sym6_145,7,3888,dense,True,1701,3972,2271,2187,4431,6145,0.034979,0.103448,6159
sym6_145,7,3888,trivial,True,1701,4188,2487,2187,4613,6245,0.013606,0.120485,6375
sym6_145,7,3888,sabre,True,1701,3864,2163,2187,4510,6245,0.068368,0.121218,6051
sym6_145,7,3888,vf2,False,1701,4188,-1,2187,-1,6245,0.017148,0.103781,6375
sym6_145,7,3888,dense,True,1701,3750,2049,2187,4235,6245,0.013753,0.120399,5937
sym6_145,7,3888,trivial,True,1701,4122,2421,2187,4690,6345,0.013210,0.101069,6309
sym6_145,7,3888,sabre,True,1701,3747,2046,2187,4320,6345,0.100084,0.095406,5934
sym6_145,7,3888,vf2,False,1701,4122,-1,2187,-1,6345,0.016716,0.122413,6309
sym6_145,7,3888,dense,True,1701,4056,2355,2187,4575,6345,0.013207,0.098291,6243
sym6_145,7,3888,trivial,True,1701,4056,2355,2187,4538,6445,0.012934,0.121035,6243
sym6_145,7,3888,sabre,True,1701,4086,2385,2187,4598,6445,0.069688,0.124311,6273
